Run,Raw_Material_USD_kWh,CVD_Coating_USD_kWh,Cell_Assembly_USD_kWh,BOS_USD_kWh,Overhead_USD_kWh,Cumulative_Production_GWh,Learning_Rate,LR_Multiplier,Total_System_Cost_USD_kWh
8079,43.57,60.93,29.04,21.6,20.33,46.12,0.1876,0.8431,147.92
8080,43.23,27.59,15.46,27.29,12.26,65.2,0.1399,0.8727,109.8
8081,39.42,24.99,25.24,14.2,12.78,67.73,0.1165,0.893,104.14
8082,34.92,49.69,31.59,14.87,18.41,50.68,0.103,0.9118,136.3
8083,31.85,64.02,17.61,16.31,18.64,33.46,0.176,0.8647,128.36
8084,59.83,19.54,24.4,25.74,14.03,60.32,0.1664,0.8513,122.18
8085,23.03,30.57,26.67,22.16,18.73,68.69,0.1528,0.8592,104.1
8086,30.09,39.7,13.7,27.86,12.28,29.57,0.1169,0.9132,112.9
8087,60.8,35.63,26.72,12.35,9.28,60.02,0.12,0.8929,129.27
8088,31.74,37.01,21.88,22.43,17.97,50.82,0.1624,0.8608,112.79
8089,35.5,35.97,25.83,21.85,10.46,7.78,0.1999,0.9057,117.39
8090,45.44,26.09,26.14,13.46,14.96,84.87,0.1135,0.8903,112.26
8091,43.85,12.56,23.73,21.8,20.71,91.42,0.1941,0.8092,99.25
8092,43.54,34.64,24.96,21.97,12.16,61.14,0.1937,0.8263,113.44
8093,51.96,31.96,19.77,17.42,11.12,80.42,0.1876,0.8208,108.53
8094,32.34,19.25,24.39,22.11,12.14,59.75,0.1536,0.863,95.12
8095,41.4,26.67,22.13,15.64,11.31,52.71,0.146,0.8737,102.35
8096,39.57,49.98,26.86,22.93,11.68,65.21,0.107,0.9026,136.32
8097,32.97,32.36,25.18,24.75,10.39,60.45,0.1068,0.9045,113.64
8098,40.83,37.72,19.69,16.66,17.91,71.03,0.1192,0.8893,118.1
8099,44.48,22.81,21.05,23.7,9.95,62.29,0.1484,0.8664,105.71
8100,44.68,44.38,21.05,14.16,16.95,97.31,0.1463,0.8543,120.64
8101,48.56,85.21,24.61,20.47,10.05,62.77,0.1336,0.8794,166.11
8102,39.68,43.15,25.62,20.18,15.46,42.16,0.1739,0.8578,123.6
8103,31.94,41.7,24.51,18.58,17.66,5.74,0.1073,0.9555,128.43
8104,28.93,38.71,25.66,18.5,14.89,75.97,0.1842,0.8262,104.67
8105,36.31,26.88,22.25,26.58,11.36,11.94,0.1029,0.9428,116.32
8106,29.18,51.38,20.97,9.69,14.86,55.91,0.1924,0.8312,104.8
8107,34.31,33.34,18.14,26.22,13.39,1.87,0.1746,0.96,120.38
8108,30.55,69.74,23.15,14.77,14.44,71.6,0.1629,0.8484,129.51
8109,34.76,71.52,21.86,26.83,11.13,19.24,0.1155,0.9245,153.57
8110,54.27,28.22,36.5,24.04,16.08,35.55,0.1309,0.8977,142.84
8111,39.01,47.55,35.13,21.59,14.17,74.19,0.1489,0.8603,135.46
8112,52.58,27.67,27.39,24.86,17.29,59.95,0.1766,0.8424,126.18
8113,43.34,55.74,20.49,18.1,18.11,21.64,0.1206,0.9183,143.05
8114,35.02,24.6,24.58,22.18,16.05,34.18,0.1836,0.8581,105.05
8115,39.01,38.48,26.33,19.48,14.03,45.25,0.1801,0.8501,116.75
8116,26.79,43.08,14.04,21.29,12.69,40.09,0.162,0.8693,102.48
8117,37.35,47.63,24.85,23.43,12.38,63.08,0.1679,0.8483,123.55
8118,29.51,23.26,18.35,22.41,16.0,42.65,0.1214,0.9004,98.62
8119,44.79,42.01,23.32,18.44,16.55,59.09,0.1277,0.8864,128.63
8120,36.52,38.14,20.72,20.4,14.6,25.65,0.1699,0.8789,114.59
8121,37.57,22.23,24.51,19.5,14.96,99.96,0.1058,0.894,106.19
8122,36.66,55.59,22.76,17.43,10.84,77.59,0.1481,0.8597,123.16
8123,47.19,66.56,26.03,24.18,15.43,40.1,0.1484,0.8802,157.9
8124,32.88,35.85,28.74,25.24,13.62,96.86,0.1325,0.8681,118.35
8125,32.35,33.19,27.8,29.47,18.48,71.02,0.1429,0.8673,122.54
8126,42.74,30.22,34.28,17.1,15.97,45.92,0.1941,0.8378,117.54
8127,48.69,96.43,22.65,24.33,14.09,21.97,0.1885,0.8717,179.74
8128,42.65,50.95,31.99,21.53,16.18,58.4,0.1232,0.8907,145.46
8129,57.49,26.29,19.94,18.93,20.64,34.33,0.1964,0.848,121.51
8130,32.53,18.51,16.22,23.51,17.62,5.27,0.1551,0.9382,101.69
8131,22.67,29.51,27.65,20.25,13.29,34.89,0.1086,0.9156,103.79
8132,43.9,29.58,32.52,19.66,16.53,2.9,0.1467,0.9567,136.03
8133,38.77,38.76,20.95,19.79,23.7,54.0,0.1398,0.8783,124.71
8134,43.77,35.63,27.63,17.19,17.63,6.46,0.1957,0.9146,129.73
8135,46.85,55.32,21.05,25.07,14.62,9.83,0.1697,0.9122,148.61
8136,27.8,11.85,30.46,20.64,18.73,93.96,0.1781,0.8239,90.2
8137,37.71,43.4,30.24,23.16,9.61,58.83,0.1675,0.8512,122.67
8138,44.69,50.04,26.81,26.44,11.85,90.91,0.1393,0.8632,137.96
8139,42.04,17.06,19.33,16.43,9.35,8.11,0.114,0.9453,98.51
8140,38.59,24.74,26.99,30.01,10.25,98.76,0.1471,0.853,111.38
8141,45.91,28.84,16.6,20.4,15.04,76.62,0.1364,0.8711,110.44
8142,47.97,42.86,25.0,21.77,10.86,81.71,0.1067,0.8977,133.28
8143,23.59,29.66,20.98,23.16,11.98,91.24,0.1384,0.864,94.5
8144,52.61,34.52,25.5,16.42,9.85,94.09,0.1551,0.8466,117.59
8145,30.22,25.53,25.18,16.79,16.39,71.77,0.1569,0.8539,97.44
8146,44.76,35.9,25.73,18.98,11.32,61.46,0.1995,0.8209,112.21
8147,37.36,27.19,17.29,20.5,17.62,13.16,0.1382,0.9204,110.4
8148,50.04,24.64,19.12,16.77,14.59,11.73,0.1308,0.9278,116.11
8149,45.77,37.02,33.9,14.49,19.19,31.36,0.1612,0.8783,132.06
8150,44.71,49.45,29.18,24.62,13.93,41.8,0.1679,0.8631,139.73
8151,41.78,38.87,26.48,15.62,17.6,98.96,0.1055,0.8945,125.55
8152,35.7,31.99,17.3,23.66,15.62,64.47,0.1041,0.9055,112.52
8153,32.08,52.4,26.55,15.24,16.82,65.08,0.1258,0.8855,126.71
8154,28.94,29.14,26.78,17.28,17.85,55.35,0.1215,0.8936,107.21
8155,34.99,33.9,22.81,19.3,15.55,13.83,0.1896,0.889,112.5
8156,47.3,55.89,19.1,29.14,16.14,55.09,0.1904,0.8335,139.67
8157,31.98,29.46,21.69,20.76,16.68,27.01,0.1599,0.8843,106.63
8158,49.67,28.19,30.04,21.07,10.16,57.15,0.1889,0.8333,115.94
8159,31.79,47.12,28.81,19.44,16.11,30.37,0.1082,0.919,131.68
8160,38.68,23.48,29.89,16.45,17.51,51.94,0.1335,0.885,111.52
8161,43.61,56.6,27.85,22.73,14.75,62.83,0.1272,0.8852,146.53
8162,48.21,16.12,20.41,20.12,10.94,47.18,0.1096,0.9078,105.12
8163,37.07,36.06,16.65,25.63,16.5,2.9,0.1581,0.9533,125.74
8164,43.85,26.98,24.67,15.4,10.79,16.97,0.158,0.9009,109.63
8165,41.7,40.09,29.83,25.37,9.95,61.36,0.1467,0.8683,127.59
8166,38.0,62.87,30.03,20.93,18.49,21.2,0.1906,0.8717,148.47
8167,31.69,22.03,19.85,16.85,16.57,21.23,0.1535,0.8966,95.93
8168,43.52,19.95,26.66,21.22,12.6,69.31,0.1549,0.8569,106.22
8169,40.22,55.45,21.35,16.74,16.27,42.99,0.1002,0.9176,137.68
8170,37.44,31.92,23.63,24.78,14.41,72.79,0.1449,0.8647,114.29
8171,40.92,33.86,18.62,19.54,17.42,9.74,0.1179,0.9392,122.44
8172,44.57,31.47,28.53,16.8,24.16,78.47,0.1518,0.8558,124.53
8173,26.56,30.27,27.53,17.78,12.34,58.81,0.161,0.8569,98.11
8174,35.63,24.3,19.08,16.84,13.95,53.01,0.169,0.8536,93.72
8175,32.21,31.76,23.42,26.15,11.46,80.75,0.1679,0.8394,104.93
8176,32.81,24.98,17.24,15.49,18.14,94.85,0.1282,0.873,94.85
8177,33.69,52.24,16.52,19.73,14.31,65.55,0.1524,0.8611,117.53
8178,48.79,28.05,18.43,21.03,14.33,14.16,0.1573,0.9071,118.5
8179,42.67,59.13,25.08,18.24,13.72,62.14,0.1846,0.8338,132.43
8180,31.2,45.74,22.43,14.61,13.25,1.32,0.1311,0.9761,124.17
8181,41.49,23.44,25.21,28.37,13.43,33.53,0.1155,0.9111,120.22
8182,43.43,22.87,22.3,18.7,13.84,70.46,0.1664,0.8457,102.44
8183,37.13,32.04,28.9,14.75,17.36,87.28,0.1763,0.8285,107.86
8184,29.7,26.11,23.21,16.89,17.79,36.47,0.1962,0.8456,96.15
8185,31.29,26.04,30.47,20.48,15.47,25.1,0.1466,0.8961,110.9
8186,27.31,48.97,22.59,19.3,19.32,17.18,0.1737,0.8906,122.46
8187,57.12,39.06,27.93,14.39,16.89,49.04,0.1505,0.8722,135.52
8188,26.17,57.25,24.63,21.22,13.11,45.25,0.1134,0.9056,128.94
8189,29.97,22.8,18.82,15.32,17.63,50.17,0.1918,0.8361,87.4
8190,39.81,16.81,32.73,23.1,17.81,27.09,0.1625,0.8823,114.92
8191,25.38,26.13,33.79,21.56,15.51,47.49,0.1031,0.9131,111.74
8192,30.73,53.84,24.61,18.8,14.16,35.76,0.1449,0.8866,126.01
8193,40.92,27.24,23.86,33.03,10.96,98.5,0.1231,0.8771,119.28
8194,41.63,67.36,29.68,17.75,13.59,19.67,0.1888,0.8759,148.9
8195,43.28,28.28,24.83,19.52,9.44,12.87,0.1475,0.9158,114.79
8196,45.72,44.21,28.46,26.26,13.94,81.46,0.1463,0.8598,136.36
8197,39.68,34.64,26.23,23.19,15.14,77.42,0.1317,0.8752,121.55
8198,34.49,15.98,25.82,16.41,18.26,82.01,0.1045,0.8998,99.83
8199,43.66,26.88,21.74,21.55,13.41,50.15,0.1281,0.8905,113.32
8200,51.12,42.41,21.95,24.02,15.76,22.68,0.1557,0.893,138.65
8201,44.94,34.35,30.25,9.45,18.43,90.7,0.1327,0.8698,119.53
8202,33.09,29.38,32.23,18.42,11.59,79.58,0.1055,0.8994,112.17
8203,44.91,32.72,25.8,27.29,16.7,74.84,0.1783,0.8324,122.71
8204,44.47,37.17,31.37,17.26,10.02,4.54,0.1557,0.9421,132.18
8205,30.1,11.78,21.11,25.94,12.14,49.12,0.1191,0.8987,90.84
8206,38.14,28.0,27.67,16.98,12.42,34.65,0.1552,0.8795,108.36
8207,44.53,25.32,23.73,20.87,12.93,35.06,0.1692,0.8682,110.59
8208,49.29,46.16,25.12,20.33,12.85,13.46,0.1659,0.9038,138.95
8209,34.83,47.39,23.8,17.08,16.02,88.43,0.1642,0.8398,116.84
8210,28.34,37.46,23.93,12.99,14.37,25.01,0.1157,0.9181,107.5
8211,44.07,36.62,11.93,23.31,11.9,5.87,0.1034,0.9567,122.29
8212,38.01,15.65,18.56,17.64,10.44,46.45,0.1151,0.9035,90.62
8213,41.92,24.33,16.19,28.13,17.04,54.82,0.1539,0.8656,110.45
8214,41.52,30.39,22.6,18.83,17.87,36.29,0.157,0.8766,115.02
8215,41.19,33.5,19.68,19.45,14.97,37.41,0.1671,0.8676,111.74
8216,36.69,34.93,16.32,21.89,6.61,39.94,0.1452,0.883,102.81
8217,47.25,16.06,19.88,16.97,13.47,68.8,0.1951,0.8201,93.19
8218,33.21,51.7,23.92,19.87,12.96,26.41,0.1425,0.8976,127.15
8219,42.12,23.24,39.88,13.43,13.44,94.07,0.151,0.8507,112.39
8220,43.12,14.13,24.27,23.56,18.94,38.77,0.1571,0.8744,108.45
8221,38.44,47.88,23.12,13.79,17.01,42.54,0.1655,0.8644,121.22
8222,46.35,24.3,18.02,23.49,17.38,15.6,0.1018,0.9379,121.48
8223,36.28,46.16,19.54,18.69,18.18,47.03,0.1532,0.8712,120.96
8224,58.37,17.42,29.34,17.35,13.81,69.96,0.1802,0.8332,113.57
8225,41.89,29.76,32.11,18.2,13.99,34.5,0.1289,0.9001,122.36
8226,49.91,23.8,20.37,21.82,15.25,20.05,0.1349,0.9108,119.45
8227,47.1,40.96,25.82,21.69,13.29,76.99,0.1499,0.8582,127.75
8228,51.39,24.51,37.78,18.31,13.23,59.9,0.135,0.8796,127.73
8229,40.7,40.96,34.45,16.68,17.52,49.42,0.1176,0.8999,135.28
8230,49.02,29.55,26.23,15.22,16.75,39.2,0.1628,0.8694,118.9
8231,51.65,26.91,20.22,10.63,8.76,29.24,0.1955,0.8553,101.06
8232,42.3,50.15,19.96,24.96,14.43,12.46,0.14,0.921,139.81
8233,34.41,76.46,14.3,21.21,18.53,27.33,0.1483,0.8923,147.15
8234,54.64,30.25,24.9,25.01,17.35,28.15,0.1077,0.9211,140.14
8235,40.15,25.69,33.76,23.99,15.33,34.23,0.1375,0.8937,124.14
8236,40.63,33.11,21.51,24.11,19.59,27.95,0.1502,0.8903,123.7
8237,42.16,36.54,23.58,18.08,13.78,3.3,0.1223,0.9613,128.95
8238,33.73,17.08,24.62,20.62,14.29,30.12,0.1975,0.8525,94.06
8239,42.72,23.33,25.06,16.05,8.81,1.92,0.1028,0.9761,113.2
8240,42.79,19.16,20.46,22.28,14.96,73.91,0.1866,0.8251,98.73
8241,39.92,22.08,24.23,20.69,20.61,19.82,0.1593,0.895,114.13
8242,39.47,62.57,26.56,21.96,14.96,12.86,0.1375,0.9215,152.52
8243,38.22,14.02,27.33,19.58,15.63,63.63,0.1335,0.8791,100.91
8244,36.96,40.62,26.71,24.58,14.46,94.96,0.1043,0.8967,128.52
8245,45.81,30.18,21.0,17.96,16.36,92.27,0.1202,0.8816,115.77
8246,42.32,38.58,24.68,16.2,13.02,55.45,0.1478,0.8706,117.35
8247,47.45,21.93,26.56,26.06,20.34,35.35,0.1848,0.8558,121.82
8248,35.83,29.12,30.22,22.19,18.26,22.8,0.1801,0.876,118.8
8249,49.02,57.1,27.63,18.63,17.12,38.98,0.1561,0.875,148.32
8250,47.13,29.18,19.75,13.49,18.52,5.4,0.1278,0.9485,121.48
8251,38.06,61.52,25.34,18.29,14.91,59.01,0.1384,0.8769,138.65
8252,34.67,11.77,27.02,11.27,13.01,90.81,0.1019,0.9,87.97
8253,44.76,43.42,27.4,16.27,16.11,66.85,0.1769,0.838,124.0
8254,27.31,35.59,28.05,18.15,18.59,62.31,0.1873,0.8313,106.15
8255,36.68,19.69,27.73,22.6,14.15,29.2,0.1168,0.9136,110.4
8256,42.2,50.49,17.18,19.92,14.11,44.91,0.1828,0.8481,122.04
8257,38.8,25.94,19.94,16.54,15.35,95.41,0.1689,0.8324,97.04
8258,31.43,38.39,30.9,24.77,9.07,74.39,0.1943,0.8176,110.02
8259,40.72,23.58,20.15,15.67,11.89,7.23,0.1238,0.9433,105.67
8260,32.01,28.54,26.45,12.0,13.28,19.6,0.1744,0.8854,99.42
8261,42.09,46.41,21.89,23.51,18.53,44.21,0.1589,0.8685,132.37
8262,36.87,89.68,29.95,18.18,16.22,84.13,0.1969,0.81,154.63
8263,38.89,24.44,30.42,22.93,11.85,91.08,0.1693,0.8338,107.17
8264,33.42,57.69,20.39,16.92,16.02,33.58,0.1478,0.8862,128.01
8265,46.19,59.82,28.51,16.97,15.31,18.38,0.1691,0.8912,148.65
8266,38.83,45.17,29.35,15.14,13.46,13.28,0.1997,0.8847,125.59
8267,34.1,47.57,27.93,20.76,13.15,9.11,0.1793,0.9099,130.58
8268,39.03,26.38,23.83,22.74,22.1,16.87,0.1943,0.8784,117.77
8269,53.88,23.75,16.39,23.87,9.66,10.91,0.1963,0.8944,114.08
8270,42.68,28.97,30.83,25.9,13.33,50.25,0.1807,0.8456,119.82
8271,48.61,38.94,21.89,22.08,17.44,76.09,0.1215,0.8854,131.89
8272,27.11,31.03,23.87,15.95,12.4,30.63,0.181,0.8643,95.37
8273,38.42,25.96,27.33,25.13,13.36,51.89,0.1081,0.9069,118.08
8274,32.0,26.42,19.94,20.61,11.44,88.03,0.1384,0.8651,95.52
8275,35.85,30.99,19.42,23.53,15.76,92.05,0.1978,0.8053,101.1
8276,33.87,49.37,20.72,18.37,16.1,35.79,0.1509,0.8818,122.07
8277,50.32,22.73,20.37,20.56,11.75,73.54,0.1531,0.8567,107.72
8278,45.74,43.89,19.52,20.55,19.33,8.09,0.1727,0.9172,136.69
8279,33.96,43.18,24.95,15.61,12.11,57.74,0.1298,0.8852,114.91
8280,36.28,28.4,26.06,12.84,16.37,59.57,0.1045,0.9069,108.78
8281,42.9,39.4,21.52,18.32,11.15,55.03,0.121,0.8942,119.19
8282,47.12,56.25,25.29,25.85,16.66,17.34,0.1786,0.8872,151.87
8283,48.33,30.74,11.28,18.89,16.55,66.96,0.1365,0.8749,110.06
8284,45.08,25.7,26.47,19.98,12.81,23.91,0.1125,0.9215,119.82
8285,54.51,23.82,25.34,19.75,16.13,91.8,0.1634,0.8393,117.12
8286,43.41,24.96,30.46,23.97,16.04,9.78,0.1521,0.9215,127.94
8287,36.44,48.02,26.87,15.26,14.31,67.92,0.1448,0.8669,122.16
8288,33.48,34.21,27.71,23.25,17.48,39.57,0.1231,0.901,122.66
8289,31.36,18.44,21.5,19.26,12.33,33.71,0.1747,0.8654,89.04
8290,30.32,57.82,16.22,19.91,18.72,31.09,0.1559,0.8826,126.2
8291,45.4,32.56,24.92,21.74,16.63,37.79,0.1983,0.8425,119.0
8292,52.73,42.41,17.31,19.74,11.18,24.03,0.1863,0.8698,124.69
8293,40.84,44.52,25.29,21.15,16.67,84.44,0.1238,0.8805,130.72
8294,54.62,25.07,27.42,17.51,14.36,63.13,0.1532,0.8616,119.75
8295,40.22,21.39,24.47,24.74,13.25,74.13,0.1529,0.8566,106.27
8296,44.86,23.77,20.1,20.45,17.31,23.99,0.1147,0.9198,116.34
8297,27.34,32.37,33.66,24.0,18.14,21.78,0.1812,0.877,118.84
8298,46.5,41.69,23.55,22.17,8.01,43.35,0.1336,0.89,126.31
8299,34.9,73.75,30.01,23.68,14.84,71.12,0.1142,0.8939,158.39
8300,46.64,50.12,32.73,23.69,14.6,97.22,0.1242,0.8763,147.03
8301,50.26,15.95,31.45,21.03,13.41,37.43,0.1972,0.8437,111.47
8302,42.44,32.93,28.38,23.7,15.58,86.34,0.1564,0.8482,121.33
8303,43.47,14.09,33.72,21.72,18.12,93.21,0.1021,0.8992,117.91
8304,40.95,51.4,26.8,28.07,11.11,1.69,0.1527,0.9672,153.12
8305,45.12,32.32,30.04,20.61,12.76,71.73,0.1978,0.8159,114.91
8306,54.98,35.5,26.06,21.58,12.81,43.36,0.1091,0.9101,137.36
8307,40.09,31.84,20.74,23.06,16.72,59.46,0.138,0.8771,116.18
8308,41.32,36.07,25.92,18.07,13.29,53.32,0.1399,0.8786,118.33
8309,25.77,26.6,17.85,23.52,17.29,86.74,0.1151,0.8882,98.62
8310,43.38,36.4,25.52,18.42,17.75,19.44,0.1427,0.9065,128.25
8311,33.75,23.93,23.14,18.26,14.36,69.19,0.1109,0.8977,101.83
8312,38.42,39.32,29.42,18.15,15.55,25.88,0.1695,0.8789,123.81
8313,43.82,39.0,31.78,10.99,14.6,83.65,0.1928,0.8142,114.13
8314,27.07,42.38,19.62,21.7,21.1,87.45,0.1413,0.8624,113.73
8315,43.72,33.64,26.99,20.17,12.13,22.22,0.1975,0.8651,118.23
8316,42.01,53.04,27.07,20.37,10.49,36.18,0.1556,0.8778,134.27
8317,45.63,72.44,31.63,22.05,7.19,53.7,0.1034,0.9101,162.85
8318,34.89,18.95,29.5,19.95,15.65,7.58,0.1167,0.9455,112.46
8319,48.9,21.09,30.61,22.85,15.71,51.06,0.1102,0.9054,126.0
8320,42.44,32.69,26.96,17.57,11.6,60.3,0.1705,0.8476,111.24
8321,34.32,29.21,18.94,15.42,12.72,91.11,0.1731,0.83,91.8
8322,29.04,42.32,21.41,19.11,17.97,37.23,0.1399,0.8894,115.49
8323,35.67,42.33,27.15,20.74,17.47,24.78,0.183,0.8708,124.84
8324,46.97,39.46,18.69,21.28,14.28,53.62,0.1877,0.8369,117.73
8325,43.56,18.02,22.47,21.19,13.64,81.88,0.1262,0.879,104.49
8326,22.83,37.86,23.2,29.49,13.51,57.3,0.1852,0.8365,106.15
8327,37.34,73.41,24.49,11.51,16.07,86.6,0.1805,0.8247,134.27
8328,41.0,43.03,26.94,21.25,16.12,18.8,0.1409,0.9086,134.79
8329,55.28,34.08,26.59,18.44,17.38,87.23,0.1372,0.8666,131.52
8330,50.3,44.82,28.06,22.68,17.03,56.48,0.1977,0.8261,134.56
8331,38.57,24.76,20.38,21.85,12.65,29.01,0.1412,0.8957,105.88
8332,41.45,41.36,23.04,19.06,15.34,9.97,0.1298,0.9325,130.79
8333,29.1,34.71,27.31,15.67,16.43,8.59,0.1607,0.9211,113.49
8334,18.99,22.15,19.29,18.04,13.4,67.79,0.1875,0.8278,76.04
8335,36.82,38.61,28.75,18.81,14.96,94.99,0.1623,0.8392,115.78
8336,48.03,35.62,25.55,15.35,13.03,72.77,0.1888,0.8236,113.31
8337,41.45,48.34,18.45,23.93,12.43,74.11,0.1802,0.831,120.17
8338,34.01,36.91,29.21,25.41,11.27,20.75,0.189,0.8736,119.52
8339,47.3,38.01,26.17,17.09,11.54,32.03,0.1778,0.8649,121.19
8340,54.35,37.14,34.05,12.8,13.81,80.16,0.1602,0.8471,128.89
8341,28.09,36.92,30.72,17.72,13.13,50.58,0.1057,0.9095,115.12
8342,39.58,55.21,16.89,13.99,17.66,3.43,0.136,0.956,137.02
8343,35.74,46.61,23.65,22.43,12.8,27.01,0.105,0.924,130.5
8344,40.35,24.05,25.77,17.13,14.53,88.16,0.192,0.8127,99.02
8345,36.35,33.29,26.38,13.63,15.61,81.97,0.1945,0.8133,101.87
8346,62.33,19.93,20.36,15.12,12.46,19.41,0.1153,0.9245,120.37
8347,39.04,63.55,25.42,14.41,13.85,25.38,0.1624,0.8846,138.25
8348,42.4,26.49,23.61,22.94,6.88,94.42,0.1825,0.8193,100.21
8349,41.34,25.82,20.76,16.83,18.21,40.89,0.1079,0.9124,112.19
8350,29.97,72.64,22.52,19.33,15.9,14.89,0.1968,0.8818,141.41
8351,41.63,27.58,22.63,20.28,23.41,50.56,0.161,0.8621,116.84
8352,28.22,23.94,34.21,15.48,14.61,47.68,0.1365,0.8848,103.05
8353,54.43,45.55,30.86,13.83,16.94,97.31,0.1562,0.8443,136.44
8354,47.23,34.88,26.45,19.0,17.88,64.9,0.1565,0.8576,124.73
8355,35.39,24.48,16.58,24.84,15.55,46.0,0.1117,0.9066,105.91
8356,38.66,40.05,32.04,17.81,10.53,37.64,0.157,0.8754,121.77
8357,48.21,44.98,14.87,27.68,21.4,61.78,0.1671,0.8498,133.54
8358,42.18,49.43,18.57,18.51,14.36,53.73,0.123,0.8931,127.77
8359,26.79,38.74,17.4,15.76,13.94,67.25,0.1029,0.9056,102.0
8360,41.35,49.91,20.31,17.63,15.45,55.38,0.1508,0.868,125.55
8361,48.68,49.11,33.41,11.39,20.02,90.98,0.1084,0.8936,145.3
8362,21.33,29.08,28.9,21.79,17.56,1.4,0.1262,0.9761,115.83
8363,41.1,69.3,26.29,18.75,17.7,56.44,0.1487,0.8692,150.48
8364,33.32,45.41,25.05,16.87,14.35,79.49,0.1048,0.9001,121.52
8365,50.14,61.14,20.31,26.25,19.55,9.86,0.1916,0.9008,159.79
8366,36.38,33.11,29.1,17.69,14.31,10.25,0.1363,0.9284,121.24
8367,35.55,49.11,32.29,23.15,10.88,10.38,0.1457,0.9231,139.37
8368,46.62,39.03,29.5,19.42,14.8,94.23,0.1559,0.8458,126.32
8369,32.82,51.59,28.11,23.51,14.98,84.73,0.1512,0.8538,128.93
8370,40.67,29.6,30.05,21.25,12.05,11.81,0.1214,0.9328,124.64
8371,42.25,28.02,25.34,22.06,13.21,65.45,0.1147,0.8955,117.21
8372,38.45,57.31,15.06,18.06,12.9,58.64,0.1178,0.8954,126.95
8373,29.57,38.57,30.7,20.86,18.77,14.27,0.137,0.9189,127.24
8374,33.03,51.85,19.78,18.45,13.71,53.22,0.1712,0.8515,116.5
8375,38.95,19.9,25.14,15.05,16.91,4.94,0.1665,0.9356,108.49
8376,24.85,25.36,34.08,15.87,17.24,1.58,0.1607,0.9669,113.51
8377,40.68,28.39,24.88,17.85,17.74,29.62,0.1166,0.9134,118.33
8378,37.89,58.82,33.19,20.8,16.98,92.0,0.1094,0.8923,149.63
8379,44.58,57.93,25.76,22.24,15.95,56.5,0.118,0.8962,149.18
8380,45.2,36.25,20.82,23.94,7.82,4.11,0.1796,0.9364,125.49
8381,31.02,42.43,24.61,26.34,9.63,4.45,0.179,0.9341,125.2
8382,35.84,37.44,22.33,17.35,12.43,12.85,0.1681,0.9041,113.35
8383,32.58,23.49,30.45,25.54,13.23,27.89,0.19,0.8612,107.89
8384,35.79,35.85,24.1,15.3,13.0,16.13,0.1048,0.9354,116.02
8385,37.98,24.39,28.59,20.21,15.47,23.24,0.1649,0.8858,112.19
8386,48.96,30.05,26.95,15.24,15.42,16.64,0.1826,0.8862,121.08
8387,35.23,31.99,15.8,17.13,10.54,77.88,0.1521,0.8558,94.73
8388,47.09,67.74,21.29,14.3,17.54,41.05,0.1412,0.8853,148.71
8389,42.08,37.28,25.24,20.06,15.93,67.65,0.1682,0.8456,118.88
8390,51.09,29.74,23.22,16.53,14.14,31.38,0.171,0.8708,117.31
8391,37.17,44.74,25.8,17.56,15.04,45.59,0.1679,0.86,120.66
8392,33.49,26.87,27.81,17.48,18.53,61.33,0.196,0.8241,102.34
8393,41.15,101.32,30.41,17.79,15.31,7.73,0.1968,0.9074,186.92
8394,27.14,41.57,26.66,22.67,16.72,25.99,0.1629,0.8834,119.05
8395,41.26,13.02,25.6,24.71,10.95,96.36,0.1965,0.8046,92.97
8396,44.53,25.37,28.0,15.06,14.65,85.74,0.1927,0.8132,103.77
8397,48.79,71.94,21.93,19.98,13.64,92.91,0.1228,0.8789,154.92
8398,43.25,37.14,26.17,21.18,13.32,4.95,0.173,0.933,131.6
8399,38.86,28.97,27.1,20.05,14.47,56.85,0.1322,0.8835,114.36
8400,55.53,41.17,25.51,28.49,15.82,28.47,0.1799,0.8678,144.5
8401,39.93,18.53,24.91,19.1,15.62,84.65,0.13,0.8744,103.26
8402,31.53,23.73,28.42,14.83,15.99,60.12,0.1231,0.8901,101.92
8403,39.72,19.93,20.08,17.62,7.78,19.77,0.1971,0.8702,91.48
8404,29.25,30.21,20.82,20.7,16.0,7.83,0.1271,0.9399,109.95
8405,30.13,66.62,23.96,21.66,16.71,70.5,0.1703,0.8421,133.96
8406,41.93,44.45,30.37,18.26,11.51,93.04,0.1055,0.8959,131.27
8407,29.39,42.39,17.9,20.64,16.84,32.72,0.15,0.8854,112.59
8408,35.07,26.88,30.07,25.82,18.14,43.89,0.1516,0.8748,118.94
8409,30.65,47.81,32.08,27.68,15.5,73.56,0.1753,0.8359,128.49
8410,41.12,25.66,26.08,25.24,14.31,59.51,0.1684,0.8499,112.54
8411,34.31,32.25,19.75,24.28,14.99,62.24,0.1636,0.8527,107.08
8412,44.26,47.33,16.71,22.91,12.04,27.15,0.1285,0.9069,129.92
8413,43.61,33.88,35.55,19.36,13.75,11.48,0.1433,0.9214,134.67
8414,29.57,50.46,18.95,19.6,15.94,47.74,0.1596,0.8653,116.4
8415,47.37,32.3,22.46,23.66,19.26,55.8,0.1395,0.8777,127.3
8416,38.63,60.25,15.85,23.58,17.44,77.25,0.1882,0.8218,128.0
8417,30.2,41.36,14.67,22.06,9.36,8.83,0.1912,0.9051,106.49
8418,42.98,24.6,28.4,24.22,12.04,19.68,0.1509,0.9007,119.11
